Cube 1
(9, 102)(8, 120)(27, 21)
(24, 210)(5, 201)(22, 12)
(21, 120)(20, 120)(3, 201)

(18, 210)(11, 12)(4, 21)
(13, 120)(14, 210)(15, 120)
(26, 12)(17, 210)(12, 201)

(19, 210)(6, 102)(25, 102)
(2, 21)(23, 210)(16, 102)
(1, 102)(10, 12)(7, 210)

Cube 2
(19, 201)(26, 210)(27, 210)
(16, 120)(5, 210)(18, 120)
(1, 120)(2, 120)(9, 210)

(12, 210)(11, 12)(10, 201)
(13, 210)(14, 210)(15, 210)
(20, 102)(17, 210)(4, 21)

(25, 120)(22, 102)(3, 120)
(8, 21)(23, 201)(6, 12)
(21, 21)(24, 201)(7, 102)

Cube 3
(21, 102)(24, 102)(1, 12)
(22, 210)(5, 210)(20, 201)
(3, 102)(8, 120)(7, 120)

(6, 21)(11, 12)(26, 102)
(13, 210)(14, 210)(15, 120)
(2, 102)(17, 12)(16, 201)

(9, 201)(18, 21)(19, 201)
(12, 120)(23, 210)(10, 102)
(25, 102)(4, 102)(27, 210)

Cube 4
(19, 120)(10, 12)(27, 210)
(20, 21)(5, 201)(12, 120)
(3, 21)(8, 210)(21, 210)

(2, 12)(11, 12)(22, 21)
(13, 210)(14, 210)(15, 210)
(18, 210)(17, 12)(16, 201)

(1, 120)(24, 102)(25, 102)
(4, 210)(23, 210)(6, 12)
(9, 102)(26, 120)(7, 210)

Cube 5
(27, 12)(6, 102)(1, 12)
(26, 21)(5, 210)(16, 120)
(7, 210)(8, 210)(19, 201)

(24, 21)(11, 12)(4, 120)
(13, 210)(14, 210)(15, 210)
(22, 120)(17, 12)(10, 210)

(21, 12)(18, 12)(3, 201)
(20, 201)(23, 210)(12, 102)
(9, 210)(2, 120)(25, 120)

Cube 6
(25, 21)(8, 210)(3, 102)
(10, 120)(5, 210)(18, 120)
(19, 21)(2, 120)(1, 210)

(12, 210)(11, 210)(24, 120)
(13, 210)(14, 210)(15, 210)
(6, 21)(17, 210)(22, 120)

(21, 120)(26, 210)(27, 12)
(4, 12)(23, 201)(16, 102)
(9, 102)(20, 210)(7, 102)

Cube 7
(7, 201)(20, 210)(9, 201)
(26, 201)(5, 201)(16, 102)
(1, 12)(18, 12)(25, 210)

(22, 21)(11, 12)(10, 210)
(13, 210)(14, 210)(15, 120)
(4, 21)(17, 210)(6, 21)

(27, 210)(12, 21)(21, 21)
(24, 12)(23, 201)(2, 21)
(3, 12)(8, 120)(19, 21)

Cube 8
(21, 102)(20, 120)(9, 201)
(4, 12)(5, 210)(6, 210)
(19, 210)(26, 210)(7, 201)

(8, 12)(11, 12)(2, 102)
(13, 210)(14, 210)(15, 210)
(22, 120)(17, 210)(10, 210)

(25, 12)(24, 201)(3, 12)
(18, 120)(23, 201)(12, 120)
(1, 102)(16, 12)(27, 21)

Cube 9
(21, 102)(12, 21)(9, 12)
(18, 102)(5, 210)(22, 210)
(1, 201)(4, 201)(3, 12)

(10, 210)(11, 210)(24, 120)
(13, 120)(14, 210)(15, 120)
(20, 12)(17, 12)(16, 201)

(7, 102)(6, 102)(27, 120)
(2, 21)(23, 201)(26, 201)
(19, 12)(8, 120)(25, 201)

Cube 10
(1, 210)(16, 21)(19, 21)
(8, 21)(5, 210)(2, 201)
(7, 21)(24, 201)(27, 120)

(26, 12)(11, 210)(20, 102)
(13, 210)(14, 210)(15, 210)
(10, 201)(17, 210)(4, 120)

(3, 21)(18, 21)(9, 102)
(6, 210)(23, 201)(22, 210)
(25, 21)(12, 12)(21, 120)

Cube 11
(21, 210)(4, 201)(1, 201)
(22, 210)(5, 201)(18, 102)
(27, 102)(16, 12)(7, 201)

(8, 12)(11, 210)(10, 201)
(13, 210)(14, 210)(15, 120)
(12, 201)(17, 210)(24, 21)

(9, 12)(20, 210)(19, 201)
(2, 201)(23, 210)(26, 21)
(25, 210)(6, 102)(3, 210)

Cube 12
(3, 12)(2, 210)(21, 201)
(8, 201)(5, 210)(4, 12)
(25, 120)(10, 21)(1, 21)

(24, 120)(11, 210)(18, 201)
(13, 210)(14, 210)(15, 210)
(22, 120)(17, 12)(26, 12)

(7, 102)(20, 120)(19, 12)
(16, 120)(23, 210)(6, 12)
(27, 12)(12, 12)(9, 201)

Cube 13
(25, 21)(10, 12)(1, 12)
(4, 12)(5, 201)(16, 102)
(3, 102)(26, 120)(21, 210)

(6, 120)(11, 210)(24, 21)
(13, 210)(14, 210)(15, 210)
(2, 102)(17, 12)(18, 201)

(27, 210)(12, 21)(7, 120)
(20, 201)(23, 201)(22, 210)
(19, 12)(8, 210)(9, 12)

Cube 14
(27, 120)(4, 102)(7, 21)
(18, 120)(5, 201)(26, 201)
(21, 120)(20, 120)(9, 102)

(22, 21)(11, 210)(8, 12)
(13, 120)(14, 210)(15, 120)
(24, 120)(17, 210)(10, 210)

(1, 201)(12, 21)(25, 210)
(16, 102)(23, 201)(6, 12)
(19, 12)(2, 210)(3, 102)

Cube 15
(9, 102)(20, 210)(25, 12)
(8, 201)(5, 201)(4, 210)
(19, 21)(10, 21)(27, 12)

(24, 120)(11, 210)(22, 21)
(13, 120)(14, 210)(15, 120)
(12, 210)(17, 12)(2, 102)

(3, 102)(18, 12)(21, 102)
(26, 21)(23, 210)(16, 102)
(1, 21)(6, 201)(7, 102)

Cube 16
(27, 120)(8, 120)(9, 120)
(22, 210)(5, 201)(12, 102)
(1, 120)(16, 12)(3, 12)

(10, 201)(11, 12)(20, 12)
(13, 210)(14, 210)(15, 210)
(24, 120)(17, 12)(18, 210)

(21, 120)(2, 120)(7, 12)
(6, 12)(23, 201)(4, 12)
(19, 120)(26, 210)(25, 201)

Cube 17
(7, 120)(26, 120)(1, 12)
(18, 102)(5, 201)(16, 120)
(21, 201)(24, 102)(25, 210)

(10, 210)(11, 210)(12, 210)
(13, 210)(14, 210)(15, 120)
(2, 102)(17, 210)(4, 21)

(19, 102)(6, 102)(27, 201)
(22, 12)(23, 201)(20, 201)
(9, 210)(8, 210)(3, 102)

Cube 18
(3, 12)(16, 12)(21, 12)
(4, 210)(5, 201)(26, 21)
(25, 201)(22, 201)(1, 21)

(2, 12)(11, 12)(18, 201)
(13, 120)(14, 210)(15, 120)
(24, 120)(17, 210)(10, 210)

(9, 12)(20, 210)(19, 120)
(12, 120)(23, 201)(6, 210)
(7, 12)(8, 210)(27, 210)

Cube 19
(7, 12)(4, 201)(9, 120)
(2, 201)(5, 210)(6, 12)
(21, 201)(18, 12)(1, 210)

(12, 210)(11, 12)(26, 12)
(13, 120)(14, 210)(15, 120)
(16, 201)(17, 12)(22, 120)

(27, 21)(24, 201)(25, 21)
(10, 102)(23, 201)(20, 201)
(19, 201)(8, 120)(3, 102)

Cube 20
(9, 210)(4, 102)(21, 201)
(20, 21)(5, 210)(8, 201)
(25, 12)(16, 21)(1, 210)

(24, 120)(11, 210)(22, 21)
(13, 210)(14, 210)(15, 210)
(6, 21)(17, 12)(26, 12)

(27, 102)(18, 12)(7, 120)
(10, 120)(23, 210)(12, 102)
(3, 120)(2, 120)(19, 21)

Cube 21
(3, 12)(4, 102)(25, 201)
(12, 120)(5, 210)(10, 102)
(19, 21)(22, 102)(27, 201)

(24, 120)(11, 12)(2, 12)
(13, 120)(14, 210)(15, 120)
(18, 201)(17, 210)(20, 12)

(1, 201)(8, 120)(21, 21)
(16, 120)(23, 201)(6, 210)
(9, 210)(26, 120)(7, 21)

Cube 22
(21, 102)(2, 210)(19, 210)
(12, 120)(5, 210)(16, 102)
(25, 12)(8, 210)(27, 201)

(26, 102)(11, 12)(4, 120)
(13, 210)(14, 210)(15, 120)
(18, 210)(17, 210)(6, 120)

(3, 102)(22, 201)(9, 102)
(20, 21)(23, 210)(10, 120)
(1, 102)(24, 201)(7, 210)

Cube 23
(21, 102)(6, 102)(19, 102)
(12, 102)(5, 201)(10, 102)
(25, 120)(8, 120)(27, 201)

(26, 12)(11, 210)(24, 120)
(13, 120)(14, 210)(15, 210)
(16, 210)(17, 210)(18, 201)

(3, 210)(22, 102)(7, 201)
(20, 201)(23, 201)(2, 201)
(1, 210)(4, 102)(9, 12)

Cube 24
(25, 21)(8, 210)(21, 120)
(18, 120)(5, 201)(10, 102)
(27, 21)(20, 120)(3, 12)

(2, 102)(11, 12)(4, 120)
(13, 120)(14, 210)(15, 120)
(26, 102)(17, 210)(24, 21)

(7, 102)(22, 102)(19, 201)
(6, 12)(23, 201)(12, 102)
(9, 21)(16, 21)(1, 12)

Cube 25
(21, 210)(24, 201)(9, 201)
(22, 210)(5, 210)(16, 102)
(19, 210)(18, 12)(25, 210)

(26, 12)(11, 210)(4, 120)
(13, 120)(14, 210)(15, 120)
(8, 102)(17, 12)(12, 201)

(27, 210)(6, 102)(3, 201)
(2, 201)(23, 210)(10, 102)
(7, 12)(20, 210)(1, 12)

Cube 26
(9, 102)(20, 210)(27, 21)
(10, 120)(5, 201)(18, 120)
(7, 210)(12, 21)(25, 210)

(24, 21)(11, 210)(26, 102)
(13, 210)(14, 210)(15, 210)
(22, 120)(17, 210)(8, 12)

(19, 210)(6, 201)(21, 210)
(16, 102)(23, 210)(4, 12)
(1, 21)(2, 210)(3, 102)

Cube 27
(7, 12)(22, 102)(9, 201)
(24, 12)(5, 210)(2, 21)
(21, 201)(20, 210)(25, 102)

(4, 120)(11, 210)(18, 201)
(13, 210)(14, 210)(15, 210)
(10, 201)(17, 210)(8, 12)

(27, 210)(16, 12)(3, 201)
(12, 102)(23, 201)(26, 201)
